source,prediction,reference,bleu
"die amerikanerinnen simone biles, links, und aly raisman umarmen sich, nachdem sie jeweils gold und silber im einzelmehrkampffinale der frauen im kunstturnen bei den olympischen sommerspielen 2016 in rio de janeiro, brasilien, donnerstag, gewonnen haben","the commission has started to the european union,","united states simone biles, left, and aly raisman embrace after winning gold and silver respectively for the artistic gymnastics womens individual all-around final at the 2016 summer olympics in rio de janeiro, brazil, thursday, aug.",0.0011
"biles holte die erste medaille am dienstag, während sie auf der abschiedsfeier der sich in ruhestand begehenden mannschaftskoordinatorin martha karolyi als ausrufezeichen diente.","bil rape is the first coin on tuesday,",biles earned the first one on tuesday while serving as the exclamation point to retiring national team coordinator martha karolyis going away party.,0.01
"obwohl biles darauf bestand, während ihres langen wegs auf die spitze, nie die zukunft geplant zu haben, ist das nicht wirklich wahr.","although it was the case, while its long","while biles insisted shes never looked ahead during her long run at the top, thats not exactly true.",0.0105
"ein teil ihrer bodenübungen - die ihren typischen tumbling pass enthalten - ist auf lateinamerikanische musik abgestimmt, das zuhause auf der straße außerhalb der olympiaarena in rio passen würde.",a proportion of their soil - which does not,a portion of her floor exercise routine - the one that includes her signature tumbling pass - is set to latin music that would fit right at home in the street right outside the rio olympic arena.,0.0014
"dieses mädchen, das von ihren großeltern als kleines kind adoptiert und von trainerin aimee boormans mutter während eines schulausflugs in die turnhalle entdeckt wurde, in der boorman trainierte, wurde zur kraft.","this girls, which have been discovered by",the girl adopted by her grandparents as a toddler and discovered by coach aimee boormans mother during a field trip to the gym where boorman was coaching has become a force.,0.0023
"sie hat seit dem sommer 2013 keinen mehrkampfwettbewerb mehr verloren, eine siegesserie, die so lange anhalten wird, wie es biles wünscht.",it has not lost more competition since the summer,"she hasnt lost an all-around competition since the summer of 2013, a winning streak that should go for as long as biles wants it to.",0.0558
"auch wenn mustafina durch zwei drehungen leicht führte, trügte das bild.",even if a military is not easy,"though mustafina took a small lead through two rotations, it was a mirage.",0.014
schwebebalken und bodenturnen - in denen biles den weltmeistertitel hält - lauerten.,the fact that the land is a waste of,balance beam and floor exercise - where biles is the defending world champion - lay in wait.,0.0117
"sie holte wieder mit 15,433 auf dem schwebebalken wieder auf - und setzte mit einem 15,933 auf dem boden noch einen darauf.","it again again again again, with 15.",she went back in front with a 15.433 on beam - and capped it with a 15.933 on floor.,0.0071
"raisman umarmte sie sanft als sie ihr endergbnis erwarteten - eine reine formalität - und tränen strömten auf biles glänzend roten, weißen und blauen eyeliner, als die vision, die sie einst in ihrem sammelbuch beschrieb, zur wirklichkeit wurde.","the commission, as you expected, to be","raisman hugged her gently as they awaited the final score - a mere formality - and tears appeared around biles glittery red, white and blue eyeliner when the vision she once wrote in a scrapbook became a reality.",0.0005
"die leistung raismans war eine rache für das letzte mal vor vier jahren, als sie um den dritten platz kämpfte, aber die bronzemedaille in einem tiebrake an mustafina ging.",the achievement of the raism,"raismans performance was a bit of revenge from four years ago, when she tied for third but lost the bronze to mustafina on a tiebreaker.",0.0012
"dieses mal hatte die 22-jährige mannschaftskapitänin, die von den amerikanern oma genannt wird, einen vorsprung.",this time the 22-year team of the,"this time, the 22-year-old team captain the americans call grandma was well ahead.",0.0198
"nach ihrer bodenübung warf sie dem publikum kusshände zu, überwältigt von einem comeback, das manchmal zweifelhaft erschien.","after their soil, it was too en","she blew kisses to the crowd after her floor exercise, overcome by a comeback that at times seemed in doubt.",0.0052
"was biles betrifft, so hat der sich schnell ausbreitende tweet der 19-jährigen von anfang dieser woche eine ganz neue bedeutung:",as far as the euro-mediterranean year is,"as for biles, the 19-year-olds viral tweet from earlier this week now carries a whole new meaning:",0.0094
polizei: 3 opfer in serienmörderfall beim musikhören im auto erschossen,in writing. 3 victims of the music are,police: 3 victims in serial killer case shot while listening to music in car,0.033
"laut polizeiberichten, die am donnerstag veröffentlicht wurden, wurden zwei frauen und ein 12-jahre altes mädchen erschossen, die in einem der tödlichsten angriffe seit einem jahrzehnt im ersten serienmörderfall von phoenix umgekommen sind, während sie sich im auto unterhielten und musik hörten.",the european union has been a very old,"two women and a 12-year-old girl who died in the deadliest attack in phoenixs first serial killer case in a decade were sitting in a car talking and listening to music when they were shot, according to police reports released thursday.",0.0005
"angela rochelle liner, stefanie r. ellis and ellis tochter maleah wurden am 12. juni erschossen, während das auto in einer einfahrt geparkt war, sagten die behörden.","angela, the end of the car","angela rochelle liner, stefanie r. ellis and ellis daughter maleah were shot on june 12 while the car was parked in a driveway, authorities said.",0.0036
"der täter feuerte acht schüsse aus einer handfeuerwaffe, während er auf der beifahrerseite des autos stand und floh anschließend mit einem anderen fahrzeug, ist im bericht zu lesen.",the perpetrators of eight eight-hulled,"the gunman fired as many as eight shots from a handgun while standing on the passenger side of the car then fled in another vehicle, the report states.",0.0007
"die polizei teilte mit, dass der dreifache mord nicht das ergebnis eines raubüberfalles gewesen zu sein scheint, da der angreifer nicht die handtaschen oder die $ 2.900 mitnahm, die sich im besitz einer der erwachsenen opfer befanden.",the police told that the three murder did not,"police say the triple killing doesnt appear to have been the result of a robbery because the attacker didnt take purses or $2,900 in the possession of one of the adult victims.",0.0025
"der polizeisprecher von phoenix sgt. jonathan howard sagte, dass die schießerei die ermittler dazu verleitete, einen näheren blick darauf zu werden, ob sie mit vier vorherigen angriffen verbunden ist.",the police police police of the amix s,phoenix police spokesman sgt. jonathan howard said the shooting prompted investigators to look at whether it was tied to four earlier attacks.,0.0057
insgesamt wurden vorwiegend in hispanischen wohngegenden innerhalb von vier monaten in neun angriffen sieben personen getötet und zwei weitere verletzt.,"overall, in its homes, there were","in all, seven people have been killed and two others wounded in nine attacks in two predominantly hispanic neighborhoods over a four-month period.",0.0024
"es geschieht in einer wohngegend vor einem haus, teilte howard der khpo, einer tochtergesellschaft von cbs, anfang des monats mit.","it is happening in a home,","its occurring within a residential area in front of a home, howard said to cbs affiliate kpho earlier this month.",0.0093
"es wird angenommen, dass der verdächtige mehrere fahrzeuge benutzt hat, einschließlich eines braunen nissans aus den späten 1990ern, einem schwarzen bmw aus den späten 1990ern und einem weißen cadillac oder lincoln.",it is accepted that the suspects have used several,"the suspect is believed to have used several vehicles, including as a late-1990s brown nissan, a late-1990s black bmw and a white cadillac or lincoln.",0.0228
