source,prediction,reference,bleu
einer der beliebtesten vergleiche seit london 2012 wird dieses jahr zweifellos noch mehr in den mittelpunkt treten: die aufallende ähnlichkeit zwischen dem britischen weitspringer greg rutherford und dem beliebten schauspieler neil patrick harris.,"one of the most popular compare since london will undoubtedly be the centre of this year: the current similarity between the british president, and the president of the british, and the president-in-office of the council, is still more of the.",one of the most popular comparisons from london 2012 is undoubtedly going to be pointed out even more this year: the striking likeness between british long jumper greg rutherford and popular actor neil patrick harris.,0.1368
"die russische turnerin aliya mustafina mit ihren großen, ausdrucksstarken augen soll als doppelgängerin für die kubanisch-amerikanische sängerin gloria estefan durchgehen können.","the russian turneriaiayaa, with its great, express regret, should be able to get rid of double-in-office of the cuban government, gloria, is a great great and the european union. is a matter of fact a great.","russian gymnast aliya mustafina, with her large, expressive eyes, has been said to be a dead ringer for cuban-american singer gloria estefan.",0.0077
und im schwimmbecken wird der südafrikanische schwimmer cameron van der burgh seit jahren mit dem glee star matthew morrison verglichen.,"and in the case of the south african, mr van burg, has been forgotten for years with the glennnnnn, tomorrow. is a matter of the south is a long time. is now.","and over in the pool, south african swimmer cameron van der burgh has been getting compared to glee star matthew morrison for years now.",0.0243
"einen gang höher: dieser user ist der ansicht, dass nathan die athletische version des inception schauspielers ist","one more rapid step: this user is the view that nathan is the present version of the single-gender., the commission",changing it up: this user reckons that nathan is an athletic version of the inception actor,0.0911
"ein weiterer anhaltender vergleich wurde zwischen dem tennisstar rafael nadal und schauspieler josh hartnett gezogen, der ähnlich schwere augenbrauen und lippen aufweist.","another persistent comparison has been drawn between the tendenden-h-hettal and jos-hettett, which has similar serious eyes and lip service. is a matter of serious concern. is a.",another long-running comparison has been between tennis star rafael nadal and actor josh hartnett who boast a similar heavy brow and lips.,0.0455
"die russische silbermedaillenschwimmerin yulia efimova weist mehr als nur die sonnengebräunte haut und blonden haare wie die schauspielerin annalynne mccord auf, während dem amerikaner nathan adrian von fans attestiert wurde, einer athletischen version von joseph gordon levitt zu gleichen."," mr president, mr president, mr denied the fact that mremimova is more than the sun and blows, like the annalynne, while the americans have been kidnapped by fans, a present version of mrallenvironmentalyn.","silver medal swimmer russias yulia efimova boasts more than just the same sunkissed skin and blonde hair as actress annalynne mccord, while team usas nathan adrian has been said by fans to resemble an athletic version of joseph gorgon levitt.",0.0167
"starke frauen: fußballstar hope solo, links, und dexter schauspielerin jennifer carpenter, rechts, haben eine ähnliche gesichtsform und augen","differents of women: football-fift, left, left, and the more more carpens, have a similar form of nature and eyes. is a","tough women: soccer star hope solo, left, and dexter actress jennifer carpenter, right, have similar face shapes and eyes",0.0254
"nicht die einzige: ein twitter-user war sehr glücklich darüber, dass anderen die ähnlichkeiten auch aufgefallen sind",not only: a single-an-general of children was very happy that other similarities have also been included. is a,not the only one: one twitter user was very pleased that others also saw the similaritiest,0.0287
theorie in den raum gestellt: laut diesem user gibt es für die ähnlichkeit des paares vielleicht einen grund,"thetheoriented in the area: according to this user, there may be a reason for the similarity of the paares is now.","floating a theory: according to this user, perhaps there is a reason behind the pairs similar looks",0.1496
"eine twitter-userin erklärte ihre zufriedenheit, dass der rest des internets denkt, dass hope solo und jennifer carpenter nahezu identisch sind.","a written-in, said that the rest of the internet is the result of the fact that we are going to be more silent and that carpens are almost identical. is a good thing. is a good thing.",one twitter user took to the site recently to declare her happiness that the rest of the internet thinks that hope solo and jennifer carpenter are actually identical.,0.146
