source,prediction,reference,bleu
"cardiogram, eine app für apple watch, die 35.000 benutzer nachverfolgt, teilte der washington post vor kurzem mit, dass innerhalb von zwei tagen nach markteinführung des spiels, die anzahl der nachverfolgten leute, die jeden tag 30 minuten trainieren, von 45 prozent auf 53 prozent ansprang.",the commission has recently been able to take the floor by the,"cardiogram, an app for the apple watch that tracks 35,000 users, told the washington post recently that within two days of the game launching, the number of people it tracked who did 30 minutes of exercise each day jumped from 45 per cent to 53 per cent.",0.0014
"das unternehmen weiß nicht, wer davon pokmon go spielt - es sieht lediglich die rohdaten zur leistungssteigerung.",the companies do not know who is doing this - it is only the raw,the company does not know who is playing pokmon go - it just sees raw data on exercise levels.,0.161
"viele öffentliche aufklärungskampagnen zur gesundheit, die leute dazu bringen wollen sich 30 minuten zeit zu nehmen, vom sofa zu kommen und jeden tag aktiv zu sein stießen auf taube ohren, weil viele öffentliche botschaften zur gesundheit langweilig sind und von leuten kommen, die elend aussehen.",we are now going to take up 30 minutes of the day and to take,"many public health campaigns to get people to find 30, get off the couch and be active everyday have fallen on deaf ears because most public health messages are boring and delivered by people who look miserable.",0.0046
dennoch kann die bedeutung von sport nicht überbewertet werden.,"however, the importance of sport cannot be oversent.",yet the importance of exercise cannot be understated.,0.1729
"wer regelmäßig sport treibt, reduziert seine chancen, an krebs oder depressionen zu erkranken.","anyone who is paying sports to their opportunities, cancer or depression.",those who exercise regularly reduce their chances of getting cancer or depression.,0.0968
"körperliche betätigung hilft bei der gewichtskontrolle, hohem blutdruck, diabetes und einer langen liste an vorteilen, die zu lange ist, um sie hier anzuführen.","in the light of weight, high-quality pressure, diabetes and a long","activity helps with weight management, high blood pressure, diabetes and a long list of benefits too long to list here.",0.162
"aber das wundervolle an pokmon go ist, dass es die leute dazu bringt, etwas im freien zu tun, dass ihnen spaß macht.",but the very good thing of the go is that people are doing something in,but the beauty of pokmon go is it gets people outside doing something they enjoy.,0.052
"somit werden drei säulen der gesundheit abgedeckt - bewegung, frische luft und sonnenschein sowie spaß.","therefore, three pillars of health are covered - fresh air and sun and","thus you are covering three pillars of health - movement, fresh air and sunshine, and fun.",0.2428
manche leute schließen auf der jagd sogar neue freundschaften.,some people join in the hunting even new friend.,some people are even making new friends on the hunt.,0.0571
"wie immer gibt es auch mürrische spielverderber, die sich immer über etwas beschweren müssen.",there are always a lot of risk that is always a little more difficult.,as usual there are po-faced killjoys looking for something to complain about.,0.0302
"und ja, jemand könnte gegen eine tür laufen.","and yes, someone could go against one door.",and yes somebody might walk into a door.,0.033
"auch wenn smartphone-apps wie fitbit bereits früher unsere aktivität nachverfolgen konnten, gaben sie uns keinen grund, sport zu treiben, wie es dieses spiel tut.",even if the president-gen,"for while smartphone apps like fitbit could previously track our activity, they didnt give us a reason to exercise like this game does.",0
das neue wird seinen reiz verlieren und die verwendung wird mit der zeit nachlassen.,the new will lose its sense and use will,the novelty will wear off and use will subside in due course.,0.0966
"aufgrund von pokemons erfolg wird es jedoch mehr spiele geben, die apps und virtuelle realität mit dem aktivwerden in der realen welt vereinen werden und dabei vielen leuten auf der jagd helfen werden, aktiver, fitter und gesünder zu sein.","however, the success of the world will be more","however because of pokmeons success there will be more games that combine apps and virtual reality with being active in the real world, helping many people on the hunt to be more active, fitter and healthier.",0.0073
lesen sie dr. joes blog auf www.drjoetoday.com,"you read dr joes, on the amend",read dr joes blogs at www.drjoetoday.com,0.0699
simone biles schafft gold im damenturnen,"similarly, gold in the honourable house is a",simone biles nails all-around gold in womens gymnastics,0.0587
simone biles ist auf all das immun.,"similarly, all of this is immunity.",simone biles is immune to all of it.,0.0685
und jetzt endlich auch olympiasiegerin.,"and now, at last, olympiciasgerin.","and now, finally, an olympic champion.",0.093
die 19-jährige amerikanische turnerin erklomm am donnerstag zum mehrkampftitel und vergrößerte die lücke zwischen sich und dem rest der welt vor aller augen unter dem scheinwerferlicht der olympischen spiele.,the 19-year-old turner was the year,"the 19-year-old american gymnast soared to the all-around title on thursday, putting the gap between herself and the rest of the world on full display under the olympic spotlight.",0.0021
"ihr gesamtergebnis von 62,198 lag eindeutig vor der silbermedaillengewinner und final five-mannschaftskameradin aly raisman und der russischen bronzemedaillengewinnerin aliya mustafina.","their overall result of 62,198 was clearly",her total of 62.198 was well clear of silver medalist and final five teammate aly raisman and russian bronze medalist aliya mustafina.,0.0046
"die amerikanerinnen simone biles turnt auf dem schwebebalken während des einzelmehrkampffinales der frauen im kunstturnen bei den olympischen sommerspielen in rio de janeiro 2016, brasilien, donnerstag.",the americans are a turn to the silence,"united states simone biles performs on the balance beam during the artistic gymnastics womens individual all-around final at the 2016 summer olympics in rio de janeiro, brazil, thursday.",0.0027
"biles ist die vierte heterosexuelle amerikanerin, die einen mehrkampftitel gewinnt und insgesamt die fünfte, während sie ihren ruf festigt, die beste ihrer generation oder sogar überhaupt zu sein.","the fourth heterditian americans, which is becoming more",biles became the fourth straight american woman to win the all-around title and fifth overall while cementing her reputation as the best of her generation and perhaps ever.,0.0048
"sie brach in tränen aus, als ihr endergebnis gezeigt wurde und ihre lange reise in diesem moment ein ende fand.",it was closed in the past when it has bee,she burst into tears when her final total was posted and her long journey to this moment ended.,0.0113
